Comente,texto_sem_emojis,texto_sem_emojis_limpo,texto_final_en
eles te devolveram?,eles te devolveram?,eles te devolveram,They returned you
@jakeline_alvees @nubank,@jakeline_alvees @nubank,jakelinealvees nubank,Jakelinealvees Nubank
"@nubank não vcs não entendem!! pq a única renda que tenho vcs bloquearam sexta feira e até hj 06/05 nda de devolver dinheiro que é meu. 
 pq dias úteis ? oi ? e minhas contas que tenho que paga hj, e amanhã? vcs vai me ressarcir com juros? e a fraldas comida que preciso comprar vai me manda o pix! vcs está segurando um dinheiro que não é de vcs! e meu.","@nubank não vcs não entendem!! pq a única renda que tenho vcs bloquearam sexta feira e até hj 06/05 nda de devolver dinheiro que é meu. 
 pq dias úteis ? oi ? e minhas contas que tenho que paga hj, e amanhã? vcs vai me ressarcir com juros? e a fraldas comida que preciso comprar vai me manda o pix! vcs está segurando um dinheiro que não é de vcs! e meu.",nubank não vcs não entendem pq a única renda que tenho vcs bloquearam sexta feira e até hj nda de devolver dinheiro que é meu pq dias úteis oi e minhas contas que tenho que paga hj e amanhã vcs vai me ressarcir com juros e a fraldas comida que preciso comprar vai me manda o pix vcs está segurando um dinheiro que não é de vcs e meu,Nubank No you do not understand why the only income I have you guys blocked Friday and even now to return money that is my business days hi and my accounts that I have to pay hj and tomorrow you will reimburse me with interest and the diapers I need to buy will send me the pix you are holding money that is not you and mine
@edward._.lima._ @nubank,@edward._.lima._ @nubank,edwardlima nubank,Edwardlima Nubank
Aproveitando a onde de perguntas: Campos Neto? Cargo inédito? 🤡,Aproveitando a onde de perguntas: Campos Neto? Cargo inédito? clown_face,proveitando a onde de perguntas ampos eto argo inédito clownface,Providing where I have newly unheard of questions clownface
Não consigo fazer o cartão para minha mãe 😢 o app não reconhece pessoa com deficiência visual,Não consigo fazer o cartão para minha mãe crying_face o app não reconhece pessoa com deficiência visual,ão consigo fazer o cartão para minha mãe cryingface o app não reconhece pessoa com deficiência visual,I can do the card for my mother Cryingface the app does not recognize visual impairment
Quando vai ter reits e stocks na plataforma da NuBank?,Quando vai ter reits e stocks na plataforma da NuBank?,uando vai ter reits e stocks na plataforma da uank,Undo will have reits and stocks on the Uank platform
@jakeline_alvees aconteceu ontem de manhã na minha conta.  Recebi 800 reais e a conta foi bloqueada.,@jakeline_alvees aconteceu ontem de manhã na minha conta.  Recebi 800 reais e a conta foi bloqueada.,jakelinealvees aconteceu ontem de manhã na minha conta ecebi reais e a conta foi bloqueada,jakelinealvees happened yesterday morning in my account Ecebi Reais and the account was blocked
"A minha foi bloqueada ontem de manhã com 937 reais,  dinheiro de pagar a prestação da casa já tá até atrasada 😢","A minha foi bloqueada ontem de manhã com 937 reais,  dinheiro de pagar a prestação da casa já tá até atrasada crying_face",minha foi bloqueada ontem de manhã com reais dinheiro de pagar a prestação da casa já tá até atrasada cryingface,Mine was blocked yesterday morning with real money to pay the installment of the house is already late Cryingface
@maicon_moreira4 ele me devolveram dia 07 🙏🏻,@maicon_moreira4 ele me devolveram dia 07 folded_hands_light_skin_tone,maiconmoreira ele me devolveram dia foldedhandslightskintone,Maiconmoreira he returned me day foldedhandslightskintone
@jakeline_alvees demorou quanto tempo pra resolver,@jakeline_alvees demorou quanto tempo pra resolver,jakelinealvees demorou quanto tempo pra resolver,jakelinealvees took long how long to solve
@maicon_moreira4 eles bloquearam sexta 02/05 e devolveram 07/05 quarta feira,@maicon_moreira4 eles bloquearam sexta 02/05 e devolveram 07/05 quarta feira,maiconmoreira eles bloquearam sexta e devolveram quarta feira,Maiconmoreira they blocked Friday and returned Wednesday
"@maicon_moreira4 pois pode esperar que vai cancelar tua conta, a minha foi desse jeito, do nada eles mandam no e-mail ’’ Seus  produtos nubank foram cancelados’’","@maicon_moreira4 pois pode esperar que vai cancelar tua conta, a minha foi desse jeito, do nada eles mandam no e-mail ’’ Seus  produtos nubank foram cancelados’’",maiconmoreira pois pode esperar que vai cancelar tua conta a minha foi desse jeito do nada eles mandam no email eus produtos nubank foram cancelados,Maiconmoreira because you can expect you to cancel your account my was like this out of nowhere they send the email eus products nubank have been canceled
Gostaria de saber se eu pagar minha fatura antecipado liberam o valor que eu paguei???,Gostaria de saber se eu pagar minha fatura antecipado liberam o valor que eu paguei???,ostaria de saber se eu pagar minha fatura antecipado liberam o valor que eu paguei,I would have to know if I pay my early invoice release the amount I paid
Respndo cuidado com Nubank estão bloqueando contas corretas para usar o dinheiro do cliente,Respndo cuidado com Nubank estão bloqueando contas corretas para usar o dinheiro do cliente,espndo cuidado com ubank estão bloqueando contas corretas para usar o dinheiro do cliente,Espondo Beware of Ubank are blocking correct accounts to use customer money
Eu amo esse banco 💜,Eu amo esse banco purple_heart,u amo esse banco purpleheart,u love this Purpleheart bank
💜💜💜💜💜,purple_heartpurple_heartpurple_heartpurple_heartpurple_heart,purpleheartpurpleheartpurpleheartpurpleheartpurpleheart,purpleheartpurpleheartpurpleheartpurpleheartpurpleheart
@mah_freitas também não @nubank,@mah_freitas também não @nubank,mahfreitas também não nubank,Mahfreitas also not nubank
"@carlosrodrigues2105 
A notícia de que o Nubank vai fechar no Brasil é falsa. O Nubank não vai fechar no Brasil./ Copiei do Google essa informação sobre o nubank @nubank","@carlosrodrigues2105 
A notícia de que o Nubank vai fechar no Brasil é falsa. O Nubank não vai fechar no Brasil./ Copiei do Google essa informação sobre o nubank @nubank",carlosrodrigues notícia de que o ubank vai fechar no rasil é falsa ubank não vai fechar no rasil opiei do oogle essa informação sobre o nubank nubank,CarlosRodrigues News that Ubank will close at Rasil is fake Ubank will not close at OOGLE's Rasil opii this information about Nubank Nubank
@carlosrodrigues2105 mais porque circula essa informação??,@carlosrodrigues2105 mais porque circula essa informação??,carlosrodrigues mais porque circula essa informação,CarlosRodrigues more because this information circulates
"@jakeline_alvees eu perdi totalmente a confiança nesse banco, de uma hora para outra alteraram meu limite, simplesmente mandaram um e-mail informando que foi alterado, não foi dizendo que tal dia seria feito isto. Um total desrespeito com cliente de vários anos. Não pode confiar num banco que age dessa forma, não há como se sentir seguro, e lendo o que ocorreu contigo, pior me sinto.","@jakeline_alvees eu perdi totalmente a confiança nesse banco, de uma hora para outra alteraram meu limite, simplesmente mandaram um e-mail informando que foi alterado, não foi dizendo que tal dia seria feito isto. Um total desrespeito com cliente de vários anos. Não pode confiar num banco que age dessa forma, não há como se sentir seguro, e lendo o que ocorreu contigo, pior me sinto.",jakelinealvees eu perdi totalmente a confiança nesse banco de uma hora para outra alteraram meu limite simplesmente mandaram um email informando que foi alterado não foi dizendo que tal dia seria feito isto m total desrespeito com cliente de vários anos ão pode confiar num banco que age dessa forma não há como se sentir seguro e lendo o que ocorreu contigo pior me sinto,Jakelinealvees I totally lost confidence in this bank suddenly changed my limit simply sent an email stating that it was changed was not saying that such day would be done M total disrespect with a client of several years can trust a bank that acts in this way there is no way to feel safe and reading what happened to you worse
O Nubank vai mudar seu nome para NU depois da notícia do Banco Central??????????,O Nubank vai mudar seu nome para NU depois da notícia do Banco Central??????????,ubank vai mudar seu nome para depois da notícia do anco entral,Ubank will change his name after the news of the entrepreneur
Absurdo o descaso de vocês com o cliente! Fui roubada a mão armada e usaram meu cartão virtual mesmo depois de ser bloqueado e agora o nubank finalizou a disputa de pagamento e não quer devolver o valor que foi pago em transação de débito. PIOR BANCO DO MUNDO!,Absurdo o descaso de vocês com o cliente! Fui roubada a mão armada e usaram meu cartão virtual mesmo depois de ser bloqueado e agora o nubank finalizou a disputa de pagamento e não quer devolver o valor que foi pago em transação de débito. PIOR BANCO DO MUNDO!,bsurdo o descaso de vocês com o cliente ui roubada a mão armada e usaram meu cartão virtual mesmo depois de ser bloqueado e agora o nubank finalizou a disputa de pagamento e não quer devolver o valor que foi pago em transação de débito,Burning your neglect with the UI client stolen by armed hand and used my virtual card even after being blocked and now Nubank has finished the payment dispute and does not want to return the amount that was paid in debit transaction
"Nubank,é um banco,visa o lucro como tudo,e todas as empresas...porém,se não fosse pelo Nubank,não conseguiria ter uma vida financeira um pouco mais confortável,hoje estou negativado,pq tive problemas,tive um quadro de depressão passageiro,que acabou me destruindo financeiramente,mas graças ao Nubank,tô conseguindo aos poucos,volta ao normal!","Nubank,é um banco,visa o lucro como tudo,e todas as empresas...porém,se não fosse pelo Nubank,não conseguiria ter uma vida financeira um pouco mais confortável,hoje estou negativado,pq tive problemas,tive um quadro de depressão passageiro,que acabou me destruindo financeiramente,mas graças ao Nubank,tô conseguindo aos poucos,volta ao normal!",ubanké um bancovisa o lucro como tudoe todas as empresasporémse não fosse pelo ubanknão conseguiria ter uma vida financeira um pouco mais confortávelhoje estou negativadopq tive problemastive um quadro de depressão passageiroque acabou me destruindo financeiramentemas graças ao ubanktô conseguindo aos poucosvolta ao normal,UBANKÉ A BANK VISA PROFIT LIKE ALL EVERYTHING EVERYTHING THE BY UBANK NO CAN HAVE A FINANCIAL LIFE A LITTLE COMFORTABLE SO NEGATIVE I HAVE DECEMBLY A PASSAGE DEPRESSION QUALL FINANCIALLY DESTROYED
"@euadrian23 Olha os comentários e não confie seu dinheiro com eles. Era cliente desde 2021 e fui lesada pelo próprio Nubank em mais de 21mil que sumiu do saldo separado, até hoje não resolveram","@euadrian23 Olha os comentários e não confie seu dinheiro com eles. Era cliente desde 2021 e fui lesada pelo próprio Nubank em mais de 21mil que sumiu do saldo separado, até hoje não resolveram",euadrian lha os comentários e não confie seu dinheiro com eles ra cliente desde e fui lesada pelo próprio ubank em mais de mil que sumiu do saldo separado até hoje não resolveram,"USADRIAN LHA comments and do not trust your money with them client since and was injured by Ubank himself in more than 1,000 that disappeared from the separate balance to this day did not solve"
"@nubank posso sim, já respondi. Agradeço pelo retorno.","@nubank posso sim, já respondi. Agradeço pelo retorno.",nubank posso sim já respondi gradeço pelo retorno,Nubank I can yes I already answered grade for the return
Comecei a ver meu dinheiro de outro jeito quando parei de depender só das ferramentas dos bancos…,Comecei a ver meu dinheiro de outro jeito quando parei de depender só das ferramentas dos bancos…,omecei a ver meu dinheiro de outro jeito quando parei de depender só das ferramentas dos bancos,I ometed to see my money in another way when I stopped depending on bank tools
E vdd que o nunbek vai fecha as portas no Brasil?,E vdd que o nunbek vai fecha as portas no Brasil?,vdd que o nunbek vai fecha as portas no rasil,vdd that Nunbek goes to close its doors in Rasil
💜💜💜💜,purple_heartpurple_heartpurple_heartpurple_heart,purpleheartpurpleheartpurpleheartpurpleheart,purpleheartpurpleheartpurpleheartpurpleheart
"@dixseupedro estou a 3 dias entrando em contato com eles, queredo saber oq aconteceu e como faco pra esta pegando meu dinheiro que eles cancelaram ! e até hj nada de uma resposta, nem desbloqueio!","@dixseupedro estou a 3 dias entrando em contato com eles, queredo saber oq aconteceu e como faco pra esta pegando meu dinheiro que eles cancelaram ! e até hj nada de uma resposta, nem desbloqueio!",dixseupedro estou a dias entrando em contato com eles queredo saber oq aconteceu e como faco pra esta pegando meu dinheiro que eles cancelaram e até hj nada de uma resposta nem desbloqueio,DixseuPedro I'm on a day contacting them Karned to know what happened and how do I get my money that they canceled and even now nothing of an answer or unlock
"falaram pra mim esperar um email, mais não me mandaram nada até o momento","falaram pra mim esperar um email, mais não me mandaram nada até o momento",falaram pra mim esperar um email mais não me mandaram nada até o momento,They told me to wait an email but have not sent me anything so far
"@jakeline_alvees eles não irão reativar sua conta nunca mais, mas seu dinheiro eles devolvem","@jakeline_alvees eles não irão reativar sua conta nunca mais, mas seu dinheiro eles devolvem",jakelinealvees eles não irão reativar sua conta nunca mais mas seu dinheiro eles devolvem,jakelinealvees they will not reactivate your account never again but their money they return
@dixseupedro eles cancelaram sem nenhum real motivo!,@dixseupedro eles cancelaram sem nenhum real motivo!,dixseupedro eles cancelaram sem nenhum real motivo,dixseupedro they canceled no real reason
"@jakeline_alvees a minha também, faz 3 anos 😂","@jakeline_alvees a minha também, faz 3 anos face_with_tears_of_joy",jakelinealvees a minha também faz anos facewithtearsofjoy,jakelinealvees my also years ago FaceWithtarSofjoy
Esse banco cancela sem NENHUMA JUSTIFICATIVA.,Esse banco cancela sem NENHUMA JUSTIFICATIVA.,sse banco cancela sem,this bank cancels without
"Consegui, no meu caso eles cancelaram minha conta","Consegui, no meu caso eles cancelaram minha conta",onsegui no meu caso eles cancelaram minha conta,I think in my case they canceled my account
"@jakeline_alvees cancelaram minha conta dia 28 e mandei os dados de outra conta dia 29 e hoje dia 6 mandaram o dinheiro pra conta, você precisa mandar os dados da conta por email.","@jakeline_alvees cancelaram minha conta dia 28 e mandei os dados de outra conta dia 29 e hoje dia 6 mandaram o dinheiro pra conta, você precisa mandar os dados da conta por email.",jakelinealvees cancelaram minha conta dia e mandei os dados de outra conta dia e hoje dia mandaram o dinheiro pra conta você precisa mandar os dados da conta por email,jakelinealvees canceled my day account and sent the data from another day account and today sent the money to account you need to send the account data by email
Show Parabéns 🎊 Guerreiros Pelo seu trabalho Show Show Show Show 💜💜💜💜💜💜💜,Show Parabéns confetti_ball Guerreiros Pelo seu trabalho Show Show Show Show purple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heart,how arabéns confettiball uerreiros elo seu trabalho how how how how purpleheartpurpleheartpurpleheartpurpleheartpurpleheartpurpleheartpurpleheart,how arabéns confettiball uerreiros elo seu trabalho how how how how purpleheartpurpleheartpurpleheartpurpleheartpurpleheartpurpleheartpurpleheart
Eu Quero Um Cartão de crédito Nubank Obrigada 💜💜💜💜💜💜💜💜,Eu Quero Um Cartão de crédito Nubank Obrigada purple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heart,u uero m artão de crédito ubank brigada purpleheartpurpleheartpurpleheartpurpleheartpurpleheartpurpleheartpurpleheartpurpleheart,U Dero M Arch Ahr Credito Ubank Brigada Purple Team Purple Heart PleRyHeartPurple Heart Pleheart
o email é qual ? vc tem ai pra me passa por favor,o email é qual ? vc tem ai pra me passa por favor,o email é qual vc tem ai pra me passa por favor,the email is which you have there to pass me please
"Cancelaram a minha dia 26/04 dia 29/04 pediram meus dados enviei e até agora nada, ao todo quantos dias foram o seu pra ser reembolsado","Cancelaram a minha dia 26/04 dia 29/04 pediram meus dados enviei e até agora nada, ao todo quantos dias foram o seu pra ser reembolsado",ancelaram a minha dia dia pediram meus dados enviei e até agora nada ao todo quantos dias foram o seu pra ser reembolsado,"Ancestor of my day, they asked for my data sent and so far nothing in all how much days were yours to be refunded"
"@leticiias_01 no meu caso foram 4 dias, feriado e finais de semana não contam, pois eles vão mandar o valor por transferência ted","@leticiias_01 no meu caso foram 4 dias, feriado e finais de semana não contam, pois eles vão mandar o valor por transferência ted",leticiias no meu caso foram dias feriado e finais de semana não contam pois eles vão mandar o valor por transferência ted,Leticias in my case were days holiday and weekends do not count because they will send the value by transfer Ted
"@dixseupedro Toda vez que alguém vai te mandar um pix vai aparecer que o contato foi denunciado por fraude, já coloquei um advogado, quero ver eles mostrarem essa fraude, cancelaram minha conta sem motorista algum","@dixseupedro Toda vez que alguém vai te mandar um pix vai aparecer que o contato foi denunciado por fraude, já coloquei um advogado, quero ver eles mostrarem essa fraude, cancelaram minha conta sem motorista algum",dixseupedro oda vez que alguém vai te mandar um pix vai aparecer que o contato foi denunciado por fraude já coloquei um advogado quero ver eles mostrarem essa fraude cancelaram minha conta sem motorista algum,DixseuPedro Oda Since someone will send you a pix will appear that the contact was reported by fraud already put a lawyer I want to see them show this fraud canceled my account without driver
"O meu não mostra nd, mas pedi minha conta sem motivos","O meu não mostra nd, mas pedi minha conta sem motivos",meu não mostra nd mas pedi minha conta sem motivos,Mine does not show nd but I asked my account without reasons
Vcs definitivamente me convenceram a abrir uma conta dps dessa 💚🐍,Vcs definitivamente me convenceram a abrir uma conta dps dessa green_heartsnake,cs definitivamente me convenceram a abrir uma conta dps dessa greenheartsnake,CS definitely convinced me to open a DPS account of this Greenheartsnake
"@nubank eu sei, eu literalmente acabei de abrir uma conta hahaha a gente vai mudar o roxo pro verde sonserina quando, nu?","@nubank eu sei, eu literalmente acabei de abrir uma conta hahaha a gente vai mudar o roxo pro verde sonserina quando, nu?",nubank eu sei eu literalmente acabei de abrir uma conta hahaha a gente vai mudar o roxo pro verde sonserina quando nu,Nubank I know I literally just opened an account hahaha we will change the purple to the green Slytherin when naked
Minha conta PJ NÃO ESTÁ FAZENDO TRANSFERÊNCIA,Minha conta PJ NÃO ESTÁ FAZENDO TRANSFERÊNCIA,inha conta Ã Á Ê,Inhare
Desde ontem não to conseguindo acessar a minha conta.,Desde ontem não to conseguindo acessar a minha conta.,esde ontem não to conseguindo acessar a minha conta,yesterday I can't access my account
@nubank  sugestao de nome hein para NUMONEY AHAHAHA,@nubank  sugestao de nome hein para NUMONEY AHAHAHA,nubank sugestao de nome hein para,Nubank suggestion of name huh for
Vocês vão quebrar é verdade?,Vocês vão quebrar é verdade?,ocês vão quebrar é verdade,You will break it is true
😍😍,smiling_face_with_heart-eyessmiling_face_with_heart-eyes,smilingfacewithhearteyessmilingfacewithhearteyes,smilingfacewithhearteyessmilingfacewithhearteyes
"Gente, cuidado com as contas pj estão sendo canceladas, sem avisar  e estão retendo o dinheiro. Sem nenhum motivo.","Gente, cuidado com as contas pj estão sendo canceladas, sem avisar  e estão retendo o dinheiro. Sem nenhum motivo.",ente cuidado com as contas pj estão sendo canceladas sem avisar e estão retendo o dinheiro em nenhum motivo,Care for the PJ accounts are being canceled without warning and are retaining the money at any reason
"Nunca mais usei! 
Minha esposa tinha um cartão a mais de 5 anos, sempre pagando faturas antes do vencimento, tudo certinho. Do nada, cancelaram o cartão e a conta dela. 
Sem motivo algum! Quero nem saber desse banco!","Nunca mais usei! 
Minha esposa tinha um cartão a mais de 5 anos, sempre pagando faturas antes do vencimento, tudo certinho. Do nada, cancelaram o cartão e a conta dela. 
Sem motivo algum! Quero nem saber desse banco!",unca mais usei inha esposa tinha um cartão a mais de anos sempre pagando faturas antes do vencimento tudo certinho o nada cancelaram o cartão e a conta dela em motivo algum uero nem saber desse banco,UNCA more used a wife had a card for more than years always paying invoices before maturity everything right the nothing canceled the card and her account in any reason or knowing this bank
"você conseguiu recuperar? Meu noivo teve o dinheiro congelado, mais de 5k, eles não liberam por nada.","você conseguiu recuperar? Meu noivo teve o dinheiro congelado, mais de 5k, eles não liberam por nada.",você conseguiu recuperar eu noivo teve o dinheiro congelado mais de k eles não liberam por nada,You managed to recover I groom had the money frozen more than k they do not release for anything
"Para ser sincera, não é somente banco físicos, a conta da Caixa da minha está bloqueada a mais de 1 ano, e infelizmente encerraram a conta sem ela retirar o dinheiro.","Para ser sincera, não é somente banco físicos, a conta da Caixa da minha está bloqueada a mais de 1 ano, e infelizmente encerraram a conta sem ela retirar o dinheiro.",ara ser sincera não é somente banco físicos a conta da aixa da minha está bloqueada a mais de ano e infelizmente encerraram a conta sem ela retirar o dinheiro,To be honest is not just physical bank the account of my aixa is blocked for more than year and unfortunately ended the account without it withdrawing the money
"@nubank ele colocou o dinheiro no investimento, e retirou. Disseram que o dinheiro estaria disponível em 24h. Fazem quase 1 semana e ainda não liberaram.","@nubank ele colocou o dinheiro no investimento, e retirou. Disseram que o dinheiro estaria disponível em 24h. Fazem quase 1 semana e ainda não liberaram.",nubank ele colocou o dinheiro no investimento e retirou isseram que o dinheiro estaria disponível em h azem quase semana e ainda não liberaram,Nubank he put the money on the investment and withdrew that the money would be available at h Azem almost week and have not yet released
Saiu um valor do meu saldo e estão dizendo que nem chegou sair nubank resolva meu problema meu dinheiro e contado,Saiu um valor do meu saldo e estão dizendo que nem chegou sair nubank resolva meu problema meu dinheiro e contado,aiu um valor do meu saldo e estão dizendo que nem chegou sair nubank resolva meu problema meu dinheiro e contado,Aiu a value of my balance and are saying that it didn't even come out nubank solve my problem my money and told
@nubank mês passado fiz o Pix 2 vezes novamente por causa de estabilidade no aplicativo,@nubank mês passado fiz o Pix 2 vezes novamente por causa de estabilidade no aplicativo,nubank mês passado fiz o ix vezes novamente por causa de estabilidade no aplicativo,Nubank last month I made IX times again because of stability in the application
E a sorte que foi pro meu pai porq vcs se que avisaram sobre estabilidade entrei em contato n resolve ND a mais de 2 meses n recebo meu cartão porq vcs diz que n achou o endereço sendo que todos entregador acha menos a nunbank,E a sorte que foi pro meu pai porq vcs se que avisaram sobre estabilidade entrei em contato n resolve ND a mais de 2 meses n recebo meu cartão porq vcs diz que n achou o endereço sendo que todos entregador acha menos a nunbank,a sorte que foi pro meu pai porq vcs se que avisaram sobre estabilidade entrei em contato n resolve a mais de meses n recebo meu cartão porq vcs diz que n achou o endereço sendo que todos entregador acha menos a nunbank,The luck that went to my dad because you guys warned about stability I contacted n resolve more than months n receive my card because you say n thought the address and all delivery finds less to nunbank
"vc conseguiu alguma reposta sobre, ontem cancelaram minha conta, do nda sem nenhum motivo ou satisfação!! eu entrei em contato com chat, eles não resolveu nda! vc conseguiu resolve?","vc conseguiu alguma reposta sobre, ontem cancelaram minha conta, do nda sem nenhum motivo ou satisfação!! eu entrei em contato com chat, eles não resolveu nda! vc conseguiu resolve?",vc conseguiu alguma reposta sobre ontem cancelaram minha conta do nda sem nenhum motivo ou satisfação eu entrei em contato com chat eles não resolveu nda vc conseguiu resolve,You got some answer about yesterday canceled my NDA account for no reason or satisfaction I contacted chat they didn't solve nda you got it solved
"ontem fui fazer um pagamento de uma fatura e do nda a nubank cancelou minha conta com todo valor, e meu dinheiro, sem dá nenhuma satisfação! falaram que vai manda um e-mail pra informa como proceder, mais até agora nada!  preciso que isso seja resolvido o quanto antes, eu sou o que sustenta a casa, e não posso fica nesse prejuízo final de semana! , sou cliente da nubank a 4 anos, muita falta de respeito!","ontem fui fazer um pagamento de uma fatura e do nda a nubank cancelou minha conta com todo valor, e meu dinheiro, sem dá nenhuma satisfação! falaram que vai manda um e-mail pra informa como proceder, mais até agora nada!  preciso que isso seja resolvido o quanto antes, eu sou o que sustenta a casa, e não posso fica nesse prejuízo final de semana! , sou cliente da nubank a 4 anos, muita falta de respeito!",ontem fui fazer um pagamento de uma fatura e do nda a nubank cancelou minha conta com todo valor e meu dinheiro sem dá nenhuma satisfação falaram que vai manda um email pra informa como proceder mais até agora nada preciso que isso seja resolvido o quanto antes eu sou o que sustenta a casa e não posso fica nesse prejuízo final de semana sou cliente da nubank a anos muita falta de respeito,Yesterday I went to make a payment of an invoice and from nda to Nubank canceled my account with all the value and my money without giving any satisfaction said that will send an email to inform how to do any more needed nothing that is resolved as soon as I am on the weekend I am a client of Nubank for years a lot of respect
O que falta no Nu é poder investir diretamente no exterior.. 💜 não estou falando em BDR,O que falta no Nu é poder investir diretamente no exterior.. purple_heart não estou falando em BDR,que falta no u é poder investir diretamente no exterior purpleheart não estou falando em,that missing in U is being able to invest directly abroad Purpleheart I'm not talking about
"@jakeline_alvees eles irão te devolver os valores, a minha foi desativada faz 3 anos.","@jakeline_alvees eles irão te devolver os valores, a minha foi desativada faz 3 anos.",jakelinealvees eles irão te devolver os valores a minha foi desativada faz anos,jakelinealvees they will return you the values ​​mine has been disabled for years
"Tá perdendo nd, após um tempo eles cancelam a conta sem explicação","Tá perdendo nd, após um tempo eles cancelam a conta sem explicação",á perdendo nd após um tempo eles cancelam a conta sem explicação,losing ND after a while they cancel the account without explanation
@rtheeeeeeee como assim marcou seu CPF?,@rtheeeeeeee como assim marcou seu CPF?,rtheeeeeeee como assim marcou seu,rtheeeeeeee how so marked your
Golpe atrás de golpe...que vergonha!,Golpe atrás de golpe...que vergonha!,olpe atrás de golpeque vergonha,olpe after shame
"@nubank vcs cancela a conta da pessoa sem explicação e não param de enviar Gmail com um monte de anúncio, hoje entendo a referência do “nome nu”, sem adornos, sem títulos, sem qualificação.","@nubank vcs cancela a conta da pessoa sem explicação e não param de enviar Gmail com um monte de anúncio, hoje entendo a referência do “nome nu”, sem adornos, sem títulos, sem qualificação.",nubank vcs cancela a conta da pessoa sem explicação e não param de enviar mail com um monte de anúncio hoje entendo a referência do nome nu sem adornos sem títulos sem qualificação,Nubank you cancel the account of the person without explanation and do not stop sending mail with a lot of ad today I understand the reference of the name naked without adornments without titles without qualification
"Já é a segunda vez que peço um novo cartão e o cartão não chegou na minha casa, no aplicativo diz que alguém com meu nome recebeu porém não foi eu e o endereço que coloquei está certo, porém não chegou! Fi,z","Já é a segunda vez que peço um novo cartão e o cartão não chegou na minha casa, no aplicativo diz que alguém com meu nome recebeu porém não foi eu e o endereço que coloquei está certo, porém não chegou! Fi,z",á é a segunda vez que peço um novo cartão e o cartão não chegou na minha casa no aplicativo diz que alguém com meu nome recebeu porém não foi eu e o endereço que coloquei está certo porém não chegou iz,A is the second time I ask for a new card and the card has not arrived at my house in the app says someone with my name received but it was not me and the address I put is right but it did not arrive IZ
@_rrenanlucas00 fiz a emissão pela terceira vez e estou com receio de ele não chegar novamente,@_rrenanlucas00 fiz a emissão pela terceira vez e estou com receio de ele não chegar novamente,rrenanlucas fiz a emissão pela terceira vez e estou com receio de ele não chegar novamente,Rrenacucas did the emission for the third time and I am afraid of him not arriving again
"Oi como posso fazer a mudança de e-mail, pois perdi o acesso?","Oi como posso fazer a mudança de e-mail, pois perdi o acesso?",i como posso fazer a mudança de email pois perdi o acesso,I How can I change email because I lost access
Oi Nubank! Caso precise mudar de nome por causa da proposta do BC. Eu já criei um com carinho pra vc...,Oi Nubank! Caso precise mudar de nome por causa da proposta do BC. Eu já criei um com carinho pra vc...,i ubank aso precise mudar de nome por causa da proposta do u já criei um com carinho pra vc,I ubank aso needs to change its name because of the proposal of u I already created a loving one
😍😍😍😍,smiling_face_with_heart-eyessmiling_face_with_heart-eyessmiling_face_with_heart-eyessmiling_face_with_heart-eyes,smilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyes,smilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyes
"Nubank usaram o meu cartão , fizeram uma compra de 300 reais . Já notifiquei pelo aplicativo que desconheço a compra e vcs nada fazem . Preciso que vcs cancelem essa fraude urgente 🚨 o cartão foi cancelado mas a compra está lá na fatura 😡😡😡 já é a segunda vez a primeira compra foi 500 reais , reportei pra vcs e vcs nada fizeram tive que pagar os 500,00 reais agora de novo 300 reais no estabelecimento @hostgatorbrasil","Nubank usaram o meu cartão , fizeram uma compra de 300 reais . Já notifiquei pelo aplicativo que desconheço a compra e vcs nada fazem . Preciso que vcs cancelem essa fraude urgente police_car_light o cartão foi cancelado mas a compra está lá na fatura enraged_faceenraged_faceenraged_face já é a segunda vez a primeira compra foi 500 reais , reportei pra vcs e vcs nada fizeram tive que pagar os 500,00 reais agora de novo 300 reais no estabelecimento @hostgatorbrasil",ubank usaram o meu cartão fizeram uma compra de reais á notifiquei pelo aplicativo que desconheço a compra e vcs nada fazem reciso que vcs cancelem essa fraude urgente policecarlight o cartão foi cancelado mas a compra está lá na fatura enragedfaceenragedfaceenragedface já é a segunda vez a primeira compra foi reais reportei pra vcs e vcs nada fizeram tive que pagar os reais agora de novo reais no estabelecimento hostgatorbrasil,Ubank used my card made a purchase of reais I notified by the application that I do not know the purchase and you do nothing new that you cancel this urgent fraud polycecarlight the card was canceled but the purchase is there in the invoice ForewordedFaceFaceFace is the second time the first purchase was real reported to you and you had nothing to pay for reais again hostgatorbrasil
