Comente,texto_sem_emojis,texto_sem_emojis_limpo,texto_final_en,texto_final_en_limpo,Tokens_lematizados_texto_final_en,Tokens_lematizados_sem_stopwords_texto_final_en,texto_final_en_processado_spacy
Show Parabéns 🎊 Guerreiros Pelo seu trabalho Show Show Show Show 💜💜💜💜💜💜💜,Show Parabéns confetti_ball Guerreiros Pelo seu trabalho Show Show Show Show purple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heart,how arabéns confettiball uerreiros elo seu trabalho how how how how purpleheartpurpleheartpurpleheartpurpleheartpurpleheartpurpleheartpurpleheart,how arabéns confettiball uerreiros elo seu trabalho how how how how purpleheartpurpleheartpurpleheartpurpleheartpurpleheartpurpleheartpurpleheart,how arabns confettiball uerreiros elo seu trabalho how how how how purpleheartpurpleheartpurpleheartpurpleheartpurpleheartpurpleheartpurpleheart,"['how', 'arabns', 'confettiball', 'uerreiro', 'elo', 'seu', 'trabalho', 'how', 'how', 'how', 'how', 'purpleheartpurpleheartpurpleheartpurpleheartpurpleheartpurpleheartpurpleheart']","['arabns', 'confettiball', 'uerreiro', 'elo', 'seu', 'trabalho', 'purpleheartpurpleheartpurpleheartpurpleheartpurpleheartpurpleheartpurpleheart']",arabns confettiball uerreiro elo seu trabalho purpleheartpurpleheartpurpleheartpurpleheartpurpleheartpurpleheartpurpleheart
Eu Quero Um Cartão de crédito Nubank Obrigada 💜💜💜💜💜💜💜💜,Eu Quero Um Cartão de crédito Nubank Obrigada purple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heartpurple_heart,u uero m artão de crédito ubank brigada purpleheartpurpleheartpurpleheartpurpleheartpurpleheartpurpleheartpurpleheartpurpleheart,U Dero M Arch Ahr Credito Ubank Brigada Purple Team Purple Heart PleRyHeartPurple Heart Pleheart,u dero m arch ahr credito ubank brigada purple team purple heart pleryheartpurple heart pleheart,"['u', 'dero', 'm', 'arch', 'ahr', 'credito', 'ubank', 'brigada', 'purple', 'team', 'purple', 'heart', 'pleryheartpurple', 'heart', 'pleheart']","['u', 'dero', 'arch', 'ahr', 'credito', 'ubank', 'brigada', 'purple', 'team', 'purple', 'heart', 'pleryheartpurple', 'heart', 'pleheart']",u dero arch ahr credito ubank brigada purple team purple heart pleryheartpurple heart pleheart
o email é qual ? vc tem ai pra me passa por favor,o email é qual ? vc tem ai pra me passa por favor,o email é qual vc tem ai pra me passa por favor,the email is which you have there to pass me please,the email is which you have there to pass me please,"['the', 'email', 'be', 'which', 'you', 'have', 'there', 'to', 'pass', 'I', 'please']","['email', 'pass', 'I', 'please']",email pass I please
"Cancelaram a minha dia 26/04 dia 29/04 pediram meus dados enviei e até agora nada, ao todo quantos dias foram o seu pra ser reembolsado","Cancelaram a minha dia 26/04 dia 29/04 pediram meus dados enviei e até agora nada, ao todo quantos dias foram o seu pra ser reembolsado",ancelaram a minha dia dia pediram meus dados enviei e até agora nada ao todo quantos dias foram o seu pra ser reembolsado,"Ancestor of my day, they asked for my data sent and so far nothing in all how much days were yours to be refunded",ancestor of my day they asked for my data sent and so far nothing in all how much days were yours to be refunded,"['ancestor', 'of', 'my', 'day', 'they', 'ask', 'for', 'my', 'datum', 'send', 'and', 'so', 'far', 'nothing', 'in', 'all', 'how', 'much', 'day', 'be', 'yours', 'to', 'be', 'refund']","['ancestor', 'day', 'ask', 'datum', 'send', 'far', 'nothing', 'much', 'day', 'refund']",ancestor day ask datum send far nothing much day refund
"@leticiias_01 no meu caso foram 4 dias, feriado e finais de semana não contam, pois eles vão mandar o valor por transferência ted","@leticiias_01 no meu caso foram 4 dias, feriado e finais de semana não contam, pois eles vão mandar o valor por transferência ted",leticiias no meu caso foram dias feriado e finais de semana não contam pois eles vão mandar o valor por transferência ted,Leticias in my case were days holiday and weekends do not count because they will send the value by transfer Ted,leticias in my case were days holiday and weekends do not count because they will send the value by transfer ted,"['leticias', 'in', 'my', 'case', 'be', 'day', 'holiday', 'and', 'weekend', 'do', 'not', 'count', 'because', 'they', 'will', 'send', 'the', 'value', 'by', 'transfer', 'te']","['leticias', 'case', 'day', 'holiday', 'weekend', 'count', 'send', 'value', 'transfer', 'te']",leticias case day holiday weekend count send value transfer te
"@dixseupedro Toda vez que alguém vai te mandar um pix vai aparecer que o contato foi denunciado por fraude, já coloquei um advogado, quero ver eles mostrarem essa fraude, cancelaram minha conta sem motorista algum","@dixseupedro Toda vez que alguém vai te mandar um pix vai aparecer que o contato foi denunciado por fraude, já coloquei um advogado, quero ver eles mostrarem essa fraude, cancelaram minha conta sem motorista algum",dixseupedro oda vez que alguém vai te mandar um pix vai aparecer que o contato foi denunciado por fraude já coloquei um advogado quero ver eles mostrarem essa fraude cancelaram minha conta sem motorista algum,DixseuPedro Oda Since someone will send you a pix will appear that the contact was reported by fraud already put a lawyer I want to see them show this fraud canceled my account without driver,dixseupedro oda since someone will send you a pix will appear that the contact was reported by fraud already put a lawyer i want to see them show this fraud canceled my account without driver,"['dixseupedro', 'oda', 'since', 'someone', 'will', 'send', 'you', 'a', 'pix', 'will', 'appear', 'that', 'the', 'contact', 'be', 'report', 'by', 'fraud', 'already', 'put', 'a', 'lawyer', 'I', 'want', 'to', 'see', 'they', 'show', 'this', 'fraud', 'cancel', 'my', 'account', 'without', 'driver']","['dixseupedro', 'oda', 'since', 'someone', 'send', 'pix', 'appear', 'contact', 'report', 'fraud', 'already', 'put', 'lawyer', 'I', 'want', 'see', 'show', 'fraud', 'cancel', 'account', 'without', 'driver']",dixseupedro oda since someone send pix appear contact report fraud already put lawyer I want see show fraud cancel account without driver
"O meu não mostra nd, mas pedi minha conta sem motivos","O meu não mostra nd, mas pedi minha conta sem motivos",meu não mostra nd mas pedi minha conta sem motivos,Mine does not show nd but I asked my account without reasons,mine does not show nd but i asked my account without reasons,"['mine', 'do', 'not', 'show', 'nd', 'but', 'I', 'ask', 'my', 'account', 'without', 'reason']","['mine', 'show', 'nd', 'I', 'ask', 'account', 'without', 'reason']",mine show nd I ask account without reason
Vcs definitivamente me convenceram a abrir uma conta dps dessa 💚🐍,Vcs definitivamente me convenceram a abrir uma conta dps dessa green_heartsnake,cs definitivamente me convenceram a abrir uma conta dps dessa greenheartsnake,CS definitely convinced me to open a DPS account of this Greenheartsnake,cs definitely convinced me to open a dps account of this greenheartsnake,"['cs', 'definitely', 'convince', 'I', 'to', 'open', 'a', 'dps', 'account', 'of', 'this', 'greenheartsnake']","['cs', 'definitely', 'convince', 'I', 'open', 'dps', 'account', 'greenheartsnake']",cs definitely convince I open dps account greenheartsnake
"@nubank eu sei, eu literalmente acabei de abrir uma conta hahaha a gente vai mudar o roxo pro verde sonserina quando, nu?","@nubank eu sei, eu literalmente acabei de abrir uma conta hahaha a gente vai mudar o roxo pro verde sonserina quando, nu?",nubank eu sei eu literalmente acabei de abrir uma conta hahaha a gente vai mudar o roxo pro verde sonserina quando nu,Nubank I know I literally just opened an account hahaha we will change the purple to the green Slytherin when naked,nubank i know i literally just opened an account hahaha we will change the purple to the green slytherin when naked,"['nubank', 'I', 'know', 'I', 'literally', 'just', 'open', 'an', 'account', 'hahaha', 'we', 'will', 'change', 'the', 'purple', 'to', 'the', 'green', 'slytherin', 'when', 'naked']","['nubank', 'I', 'know', 'I', 'literally', 'open', 'account', 'hahaha', 'change', 'purple', 'green', 'slytherin', 'naked']",nubank I know I literally open account hahaha change purple green slytherin naked
Minha conta PJ NÃO ESTÁ FAZENDO TRANSFERÊNCIA,Minha conta PJ NÃO ESTÁ FAZENDO TRANSFERÊNCIA,inha conta Ã Á Ê,Inhare,inhare,['inhare'],['inhare'],inhare
Desde ontem não to conseguindo acessar a minha conta.,Desde ontem não to conseguindo acessar a minha conta.,esde ontem não to conseguindo acessar a minha conta,yesterday I can't access my account,yesterday i cant access my account,"['yesterday', 'I', 'can', 'not', 'access', 'my', 'account']","['yesterday', 'I', 'access', 'account']",yesterday I access account
@nubank  sugestao de nome hein para NUMONEY AHAHAHA,@nubank  sugestao de nome hein para NUMONEY AHAHAHA,nubank sugestao de nome hein para,Nubank suggestion of name huh for,nubank suggestion of name huh for,"['nubank', 'suggestion', 'of', 'name', 'huh', 'for']","['nubank', 'suggestion', 'name', 'huh']",nubank suggestion name huh
Vocês vão quebrar é verdade?,Vocês vão quebrar é verdade?,ocês vão quebrar é verdade,You will break it is true,you will break it is true,"['you', 'will', 'break', 'it', 'be', 'true']","['break', 'true']",break true
😍😍,smiling_face_with_heart-eyessmiling_face_with_heart-eyes,smilingfacewithhearteyessmilingfacewithhearteyes,smilingfacewithhearteyessmilingfacewithhearteyes,smilingfacewithhearteyessmilingfacewithhearteyes,['smilingfacewithhearteyessmilingfacewithhearteye'],['smilingfacewithhearteyessmilingfacewithhearteye'],smilingfacewithhearteyessmilingfacewithhearteye
"Gente, cuidado com as contas pj estão sendo canceladas, sem avisar  e estão retendo o dinheiro. Sem nenhum motivo.","Gente, cuidado com as contas pj estão sendo canceladas, sem avisar  e estão retendo o dinheiro. Sem nenhum motivo.",ente cuidado com as contas pj estão sendo canceladas sem avisar e estão retendo o dinheiro em nenhum motivo,Care for the PJ accounts are being canceled without warning and are retaining the money at any reason,care for the pj accounts are being canceled without warning and are retaining the money at any reason,"['care', 'for', 'the', 'pj', 'account', 'be', 'be', 'cancel', 'without', 'warn', 'and', 'be', 'retain', 'the', 'money', 'at', 'any', 'reason']","['care', 'pj', 'account', 'cancel', 'without', 'warn', 'retain', 'money', 'reason']",care pj account cancel without warn retain money reason
"Nunca mais usei! 
Minha esposa tinha um cartão a mais de 5 anos, sempre pagando faturas antes do vencimento, tudo certinho. Do nada, cancelaram o cartão e a conta dela. 
Sem motivo algum! Quero nem saber desse banco!","Nunca mais usei! 
Minha esposa tinha um cartão a mais de 5 anos, sempre pagando faturas antes do vencimento, tudo certinho. Do nada, cancelaram o cartão e a conta dela. 
Sem motivo algum! Quero nem saber desse banco!",unca mais usei inha esposa tinha um cartão a mais de anos sempre pagando faturas antes do vencimento tudo certinho o nada cancelaram o cartão e a conta dela em motivo algum uero nem saber desse banco,UNCA more used a wife had a card for more than years always paying invoices before maturity everything right the nothing canceled the card and her account in any reason or knowing this bank,unca more used a wife had a card for more than years always paying invoices before maturity everything right the nothing canceled the card and her account in any reason or knowing this bank,"['unca', 'more', 'use', 'a', 'wife', 'have', 'a', 'card', 'for', 'more', 'than', 'year', 'always', 'pay', 'invoice', 'before', 'maturity', 'everything', 'right', 'the', 'nothing', 'cancel', 'the', 'card', 'and', 'her', 'account', 'in', 'any', 'reason', 'or', 'know', 'this', 'bank']","['unca', 'use', 'wife', 'card', 'year', 'always', 'pay', 'invoice', 'maturity', 'everything', 'right', 'nothing', 'cancel', 'card', 'account', 'reason', 'know', 'bank']",unca use wife card year always pay invoice maturity everything right nothing cancel card account reason know bank
"você conseguiu recuperar? Meu noivo teve o dinheiro congelado, mais de 5k, eles não liberam por nada.","você conseguiu recuperar? Meu noivo teve o dinheiro congelado, mais de 5k, eles não liberam por nada.",você conseguiu recuperar eu noivo teve o dinheiro congelado mais de k eles não liberam por nada,You managed to recover I groom had the money frozen more than k they do not release for anything,you managed to recover i groom had the money frozen more than k they do not release for anything,"['you', 'manage', 'to', 'recover', 'I', 'groom', 'have', 'the', 'money', 'freeze', 'more', 'than', 'k', 'they', 'do', 'not', 'release', 'for', 'anything']","['manage', 'recover', 'I', 'groom', 'money', 'freeze', 'k', 'release', 'anything']",manage recover I groom money freeze k release anything
"Para ser sincera, não é somente banco físicos, a conta da Caixa da minha está bloqueada a mais de 1 ano, e infelizmente encerraram a conta sem ela retirar o dinheiro.","Para ser sincera, não é somente banco físicos, a conta da Caixa da minha está bloqueada a mais de 1 ano, e infelizmente encerraram a conta sem ela retirar o dinheiro.",ara ser sincera não é somente banco físicos a conta da aixa da minha está bloqueada a mais de ano e infelizmente encerraram a conta sem ela retirar o dinheiro,To be honest is not just physical bank the account of my aixa is blocked for more than year and unfortunately ended the account without it withdrawing the money,to be honest is not just physical bank the account of my aixa is blocked for more than year and unfortunately ended the account without it withdrawing the money,"['to', 'be', 'honest', 'be', 'not', 'just', 'physical', 'bank', 'the', 'account', 'of', 'my', 'aixa', 'be', 'block', 'for', 'more', 'than', 'year', 'and', 'unfortunately', 'end', 'the', 'account', 'without', 'it', 'withdraw', 'the', 'money']","['honest', 'physical', 'bank', 'account', 'aixa', 'block', 'year', 'unfortunately', 'end', 'account', 'without', 'withdraw', 'money']",honest physical bank account aixa block year unfortunately end account without withdraw money
"@nubank ele colocou o dinheiro no investimento, e retirou. Disseram que o dinheiro estaria disponível em 24h. Fazem quase 1 semana e ainda não liberaram.","@nubank ele colocou o dinheiro no investimento, e retirou. Disseram que o dinheiro estaria disponível em 24h. Fazem quase 1 semana e ainda não liberaram.",nubank ele colocou o dinheiro no investimento e retirou isseram que o dinheiro estaria disponível em h azem quase semana e ainda não liberaram,Nubank he put the money on the investment and withdrew that the money would be available at h Azem almost week and have not yet released,nubank he put the money on the investment and withdrew that the money would be available at h azem almost week and have not yet released,"['nubank', 'he', 'put', 'the', 'money', 'on', 'the', 'investment', 'and', 'withdraw', 'that', 'the', 'money', 'would', 'be', 'available', 'at', 'h', 'azem', 'almost', 'week', 'and', 'have', 'not', 'yet', 'release']","['nubank', 'put', 'money', 'investment', 'withdraw', 'money', 'would', 'available', 'h', 'azem', 'almost', 'week', 'yet', 'release']",nubank put money investment withdraw money would available h azem almost week yet release
Saiu um valor do meu saldo e estão dizendo que nem chegou sair nubank resolva meu problema meu dinheiro e contado,Saiu um valor do meu saldo e estão dizendo que nem chegou sair nubank resolva meu problema meu dinheiro e contado,aiu um valor do meu saldo e estão dizendo que nem chegou sair nubank resolva meu problema meu dinheiro e contado,Aiu a value of my balance and are saying that it didn't even come out nubank solve my problem my money and told,aiu a value of my balance and are saying that it didnt even come out nubank solve my problem my money and told,"['aiu', 'a', 'value', 'of', 'my', 'balance', 'and', 'be', 'say', 'that', 'it', 'do', 'not', 'even', 'come', 'out', 'nubank', 'solve', 'my', 'problem', 'my', 'money', 'and', 'tell']","['aiu', 'value', 'balance', 'say', 'even', 'come', 'nubank', 'solve', 'problem', 'money', 'tell']",aiu value balance say even come nubank solve problem money tell
@nubank mês passado fiz o Pix 2 vezes novamente por causa de estabilidade no aplicativo,@nubank mês passado fiz o Pix 2 vezes novamente por causa de estabilidade no aplicativo,nubank mês passado fiz o ix vezes novamente por causa de estabilidade no aplicativo,Nubank last month I made IX times again because of stability in the application,nubank last month i made ix times again because of stability in the application,"['nubank', 'last', 'month', 'I', 'make', 'ix', 'time', 'again', 'because', 'of', 'stability', 'in', 'the', 'application']","['nubank', 'last', 'month', 'I', 'make', 'ix', 'time', 'stability', 'application']",nubank last month I make ix time stability application
E a sorte que foi pro meu pai porq vcs se que avisaram sobre estabilidade entrei em contato n resolve ND a mais de 2 meses n recebo meu cartão porq vcs diz que n achou o endereço sendo que todos entregador acha menos a nunbank,E a sorte que foi pro meu pai porq vcs se que avisaram sobre estabilidade entrei em contato n resolve ND a mais de 2 meses n recebo meu cartão porq vcs diz que n achou o endereço sendo que todos entregador acha menos a nunbank,a sorte que foi pro meu pai porq vcs se que avisaram sobre estabilidade entrei em contato n resolve a mais de meses n recebo meu cartão porq vcs diz que n achou o endereço sendo que todos entregador acha menos a nunbank,The luck that went to my dad because you guys warned about stability I contacted n resolve more than months n receive my card because you say n thought the address and all delivery finds less to nunbank,the luck that went to my dad because you guys warned about stability i contacted n resolve more than months n receive my card because you say n thought the address and all delivery finds less to nunbank,"['the', 'luck', 'that', 'go', 'to', 'my', 'dad', 'because', 'you', 'guy', 'warn', 'about', 'stability', 'I', 'contact', 'n', 'resolve', 'more', 'than', 'month', 'n', 'receive', 'my', 'card', 'because', 'you', 'say', 'n', 'think', 'the', 'address', 'and', 'all', 'delivery', 'find', 'less', 'to', 'nunbank']","['luck', 'go', 'dad', 'guy', 'warn', 'stability', 'I', 'contact', 'n', 'resolve', 'month', 'n', 'receive', 'card', 'say', 'n', 'think', 'address', 'delivery', 'find', 'less', 'nunbank']",luck go dad guy warn stability I contact n resolve month n receive card say n think address delivery find less nunbank
"vc conseguiu alguma reposta sobre, ontem cancelaram minha conta, do nda sem nenhum motivo ou satisfação!! eu entrei em contato com chat, eles não resolveu nda! vc conseguiu resolve?","vc conseguiu alguma reposta sobre, ontem cancelaram minha conta, do nda sem nenhum motivo ou satisfação!! eu entrei em contato com chat, eles não resolveu nda! vc conseguiu resolve?",vc conseguiu alguma reposta sobre ontem cancelaram minha conta do nda sem nenhum motivo ou satisfação eu entrei em contato com chat eles não resolveu nda vc conseguiu resolve,You got some answer about yesterday canceled my NDA account for no reason or satisfaction I contacted chat they didn't solve nda you got it solved,you got some answer about yesterday canceled my nda account for no reason or satisfaction i contacted chat they didnt solve nda you got it solved,"['you', 'get', 'some', 'answer', 'about', 'yesterday', 'cancel', 'my', 'nda', 'account', 'for', 'no', 'reason', 'or', 'satisfaction', 'I', 'contact', 'chat', 'they', 'do', 'not', 'solve', 'nda', 'you', 'get', 'it', 'solve']","['get', 'answer', 'yesterday', 'cancel', 'nda', 'account', 'reason', 'satisfaction', 'I', 'contact', 'chat', 'solve', 'nda', 'get', 'solve']",get answer yesterday cancel nda account reason satisfaction I contact chat solve nda get solve
"ontem fui fazer um pagamento de uma fatura e do nda a nubank cancelou minha conta com todo valor, e meu dinheiro, sem dá nenhuma satisfação! falaram que vai manda um e-mail pra informa como proceder, mais até agora nada!  preciso que isso seja resolvido o quanto antes, eu sou o que sustenta a casa, e não posso fica nesse prejuízo final de semana! , sou cliente da nubank a 4 anos, muita falta de respeito!","ontem fui fazer um pagamento de uma fatura e do nda a nubank cancelou minha conta com todo valor, e meu dinheiro, sem dá nenhuma satisfação! falaram que vai manda um e-mail pra informa como proceder, mais até agora nada!  preciso que isso seja resolvido o quanto antes, eu sou o que sustenta a casa, e não posso fica nesse prejuízo final de semana! , sou cliente da nubank a 4 anos, muita falta de respeito!",ontem fui fazer um pagamento de uma fatura e do nda a nubank cancelou minha conta com todo valor e meu dinheiro sem dá nenhuma satisfação falaram que vai manda um email pra informa como proceder mais até agora nada preciso que isso seja resolvido o quanto antes eu sou o que sustenta a casa e não posso fica nesse prejuízo final de semana sou cliente da nubank a anos muita falta de respeito,Yesterday I went to make a payment of an invoice and from nda to Nubank canceled my account with all the value and my money without giving any satisfaction said that will send an email to inform how to do any more needed nothing that is resolved as soon as I am on the weekend I am a client of Nubank for years a lot of respect,yesterday i went to make a payment of an invoice and from nda to nubank canceled my account with all the value and my money without giving any satisfaction said that will send an email to inform how to do any more needed nothing that is resolved as soon as i am on the weekend i am a client of nubank for years a lot of respect,"['yesterday', 'I', 'go', 'to', 'make', 'a', 'payment', 'of', 'an', 'invoice', 'and', 'from', 'nda', 'to', 'nubank', 'cancel', 'my', 'account', 'with', 'all', 'the', 'value', 'and', 'my', 'money', 'without', 'give', 'any', 'satisfaction', 'say', 'that', 'will', 'send', 'an', 'email', 'to', 'inform', 'how', 'to', 'do', 'any', 'more', 'need', 'nothing', 'that', 'be', 'resolve', 'as', 'soon', 'as', 'I', 'be', 'on', 'the', 'weekend', 'I', 'be', 'a', 'client', 'of', 'nubank', 'for', 'year', 'a', 'lot', 'of', 'respect']","['yesterday', 'I', 'go', 'make', 'payment', 'invoice', 'nda', 'nubank', 'cancel', 'account', 'value', 'money', 'without', 'give', 'satisfaction', 'say', 'send', 'email', 'inform', 'need', 'nothing', 'resolve', 'soon', 'I', 'weekend', 'I', 'client', 'nubank', 'year', 'lot', 'respect']",yesterday I go make payment invoice nda nubank cancel account value money without give satisfaction say send email inform need nothing resolve soon I weekend I client nubank year lot respect
O que falta no Nu é poder investir diretamente no exterior.. 💜 não estou falando em BDR,O que falta no Nu é poder investir diretamente no exterior.. purple_heart não estou falando em BDR,que falta no u é poder investir diretamente no exterior purpleheart não estou falando em,that missing in U is being able to invest directly abroad Purpleheart I'm not talking about,that missing in u is being able to invest directly abroad purpleheart im not talking about,"['that', 'miss', 'in', 'u', 'be', 'be', 'able', 'to', 'invest', 'directly', 'abroad', 'purpleheart', 'I', 'm', 'not', 'talk', 'about']","['miss', 'u', 'able', 'invest', 'directly', 'abroad', 'purpleheart', 'I', 'talk']",miss u able invest directly abroad purpleheart I talk
"@jakeline_alvees eles irão te devolver os valores, a minha foi desativada faz 3 anos.","@jakeline_alvees eles irão te devolver os valores, a minha foi desativada faz 3 anos.",jakelinealvees eles irão te devolver os valores a minha foi desativada faz anos,jakelinealvees they will return you the values ​​mine has been disabled for years,jakelinealvees they will return you the values mine has been disabled for years,"['jakelinealvee', 'they', 'will', 'return', 'you', 'the', 'value', 'mine', 'have', 'be', 'disable', 'for', 'year']","['jakelinealvee', 'return', 'value', 'mine', 'disable', 'year']",jakelinealvee return value mine disable year
"Tá perdendo nd, após um tempo eles cancelam a conta sem explicação","Tá perdendo nd, após um tempo eles cancelam a conta sem explicação",á perdendo nd após um tempo eles cancelam a conta sem explicação,losing ND after a while they cancel the account without explanation,losing nd after a while they cancel the account without explanation,"['lose', 'nd', 'after', 'a', 'while', 'they', 'cancel', 'the', 'account', 'without', 'explanation']","['lose', 'nd', 'cancel', 'account', 'without', 'explanation']",lose nd cancel account without explanation
@rtheeeeeeee como assim marcou seu CPF?,@rtheeeeeeee como assim marcou seu CPF?,rtheeeeeeee como assim marcou seu,rtheeeeeeee how so marked your,rtheeeeeeee how so marked your,"['rtheeeeeeee', 'how', 'so', 'mark', 'your']","['rtheeeeeeee', 'mark']",rtheeeeeeee mark
Golpe atrás de golpe...que vergonha!,Golpe atrás de golpe...que vergonha!,olpe atrás de golpeque vergonha,olpe after shame,olpe after shame,"['olpe', 'after', 'shame']","['olpe', 'shame']",olpe shame
"@nubank vcs cancela a conta da pessoa sem explicação e não param de enviar Gmail com um monte de anúncio, hoje entendo a referência do “nome nu”, sem adornos, sem títulos, sem qualificação.","@nubank vcs cancela a conta da pessoa sem explicação e não param de enviar Gmail com um monte de anúncio, hoje entendo a referência do “nome nu”, sem adornos, sem títulos, sem qualificação.",nubank vcs cancela a conta da pessoa sem explicação e não param de enviar mail com um monte de anúncio hoje entendo a referência do nome nu sem adornos sem títulos sem qualificação,Nubank you cancel the account of the person without explanation and do not stop sending mail with a lot of ad today I understand the reference of the name naked without adornments without titles without qualification,nubank you cancel the account of the person without explanation and do not stop sending mail with a lot of ad today i understand the reference of the name naked without adornments without titles without qualification,"['nubank', 'you', 'cancel', 'the', 'account', 'of', 'the', 'person', 'without', 'explanation', 'and', 'do', 'not', 'stop', 'send', 'mail', 'with', 'a', 'lot', 'of', 'ad', 'today', 'I', 'understand', 'the', 'reference', 'of', 'the', 'name', 'naked', 'without', 'adornment', 'without', 'title', 'without', 'qualification']","['nubank', 'cancel', 'account', 'person', 'without', 'explanation', 'stop', 'send', 'mail', 'lot', 'ad', 'today', 'I', 'understand', 'reference', 'name', 'naked', 'without', 'adornment', 'without', 'title', 'without', 'qualification']",nubank cancel account person without explanation stop send mail lot ad today I understand reference name naked without adornment without title without qualification
"Já é a segunda vez que peço um novo cartão e o cartão não chegou na minha casa, no aplicativo diz que alguém com meu nome recebeu porém não foi eu e o endereço que coloquei está certo, porém não chegou! Fi,z","Já é a segunda vez que peço um novo cartão e o cartão não chegou na minha casa, no aplicativo diz que alguém com meu nome recebeu porém não foi eu e o endereço que coloquei está certo, porém não chegou! Fi,z",á é a segunda vez que peço um novo cartão e o cartão não chegou na minha casa no aplicativo diz que alguém com meu nome recebeu porém não foi eu e o endereço que coloquei está certo porém não chegou iz,A is the second time I ask for a new card and the card has not arrived at my house in the app says someone with my name received but it was not me and the address I put is right but it did not arrive IZ,a is the second time i ask for a new card and the card has not arrived at my house in the app says someone with my name received but it was not me and the address i put is right but it did not arrive iz,"['a', 'be', 'the', 'second', 'time', 'I', 'ask', 'for', 'a', 'new', 'card', 'and', 'the', 'card', 'have', 'not', 'arrive', 'at', 'my', 'house', 'in', 'the', 'app', 'say', 'someone', 'with', 'my', 'name', 'receive', 'but', 'it', 'be', 'not', 'I', 'and', 'the', 'address', 'I', 'put', 'be', 'right', 'but', 'it', 'do', 'not', 'arrive', 'iz']","['second', 'time', 'I', 'ask', 'new', 'card', 'card', 'arrive', 'house', 'app', 'say', 'someone', 'name', 'receive', 'I', 'address', 'I', 'put', 'right', 'arrive', 'iz']",second time I ask new card card arrive house app say someone name receive I address I put right arrive iz
@_rrenanlucas00 fiz a emissão pela terceira vez e estou com receio de ele não chegar novamente,@_rrenanlucas00 fiz a emissão pela terceira vez e estou com receio de ele não chegar novamente,rrenanlucas fiz a emissão pela terceira vez e estou com receio de ele não chegar novamente,Rrenacucas did the emission for the third time and I am afraid of him not arriving again,rrenacucas did the emission for the third time and i am afraid of him not arriving again,"['rrenacuca', 'do', 'the', 'emission', 'for', 'the', 'third', 'time', 'and', 'I', 'be', 'afraid', 'of', 'he', 'not', 'arrive', 'again']","['rrenacuca', 'emission', 'third', 'time', 'I', 'afraid', 'arrive']",rrenacuca emission third time I afraid arrive
"Oi como posso fazer a mudança de e-mail, pois perdi o acesso?","Oi como posso fazer a mudança de e-mail, pois perdi o acesso?",i como posso fazer a mudança de email pois perdi o acesso,I How can I change email because I lost access,i how can i change email because i lost access,"['I', 'how', 'can', 'I', 'change', 'email', 'because', 'I', 'lose', 'access']","['I', 'I', 'change', 'email', 'I', 'lose', 'access']",I I change email I lose access
Oi Nubank! Caso precise mudar de nome por causa da proposta do BC. Eu já criei um com carinho pra vc...,Oi Nubank! Caso precise mudar de nome por causa da proposta do BC. Eu já criei um com carinho pra vc...,i ubank aso precise mudar de nome por causa da proposta do u já criei um com carinho pra vc,I ubank aso needs to change its name because of the proposal of u I already created a loving one,i ubank aso needs to change its name because of the proposal of u i already created a loving one,"['I', 'ubank', 'aso', 'need', 'to', 'change', 'its', 'name', 'because', 'of', 'the', 'proposal', 'of', 'u', 'I', 'already', 'create', 'a', 'love', 'one']","['I', 'ubank', 'aso', 'need', 'change', 'name', 'proposal', 'u', 'I', 'already', 'create', 'love', 'one']",I ubank aso need change name proposal u I already create love one
😍😍😍😍,smiling_face_with_heart-eyessmiling_face_with_heart-eyessmiling_face_with_heart-eyessmiling_face_with_heart-eyes,smilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyes,smilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyes,smilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyes,['smilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteye'],['smilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteye'],smilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteyessmilingfacewithhearteye
